Begin Time (s)	End Time (s)	Begin File	File Offset (s)	Begin Path	Selection	View	Channel	Low Freq (Hz)	High Freq (Hz)	comment	selec.file	duration	indx.row	ovlp.sels
63802.375622485	63802.447892431	SUKIA_20200131_190000_5min_cut.wav	202.375622485	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200131_190000_5min_cut.wav	3481	Spectrogram 1	1	2032.4	2551.4	NA	SUKIA_20200131_190000_5min_cut.Table.1.selections.txt	0.0722699460000058	NA	NA
63811.721484992	63811.787184944	SUKIA_20200131_190000_5min_cut.wav	211.721484992	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200131_190000_5min_cut.wav	3482	Spectrogram 1	1	2057	2437.9	NA	SUKIA_20200131_190000_5min_cut.Table.1.selections.txt	0.0656999519999886	NA	NA
63816.281061602	63816.353331549	SUKIA_20200131_190000_5min_cut.wav	216.281061602	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200131_190000_5min_cut.wav	3483	Spectrogram 1	1	2258.5	2747.8	NA	SUKIA_20200131_190000_5min_cut.Table.1.selections.txt	0.0722699469999952	NA	NA
63922.192649827	63922.278059763	SUKIA_20200203_220000_5min_cut.wav	22.192649827	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3484	Spectrogram 1	1	2076.7	2579.3	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0854099360000014	NA	NA
63964.860491879	63964.91305184	SUKIA_20200203_220000_5min_cut.wav	64.860491879	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3485	Spectrogram 1	1	1649.8	2605.9	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.052559961	NA	NA
63970.208467903	63970.274167854	SUKIA_20200203_220000_5min_cut.wav	70.208467903	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3486	Spectrogram 1	1	1685.3	2567.7	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
63973.422429579	63973.494699525	SUKIA_20200203_220000_5min_cut.wav	73.422429579	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3487	Spectrogram 1	1	2109.2	2579.3	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0722699460000058	NA	NA
63976.786267078	63976.858537024	SUKIA_20200203_220000_5min_cut.wav	76.786267078	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3488	Spectrogram 1	1	2155.2	2633.2	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0722699460000058	NA	NA
64031.141299515	64031.213569461	SUKIA_20200203_220000_5min_cut.wav	131.141299515	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3490	Spectrogram 1	1	2119.7	2365.5	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0722699460000058	NA	NA
64036.200195754	64036.292175686	SUKIA_20200203_220000_5min_cut.wav	136.200195754	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3489	Spectrogram 1	1	2021.3	2652.4	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0919799320000152	NA	NA
64038.61710177	64038.722221692	SUKIA_20200203_220000_5min_cut.wav	138.61710177	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3491	Spectrogram 1	1	1737.2	2633.2	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64044.28704031	64044.379020242	SUKIA_20200203_220000_5min_cut.wav	144.28704031	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3492	Spectrogram 1	1	2076.7	2449.6	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0919799319999868	NA	NA
64046.783638454	64046.882188381	SUKIA_20200203_220000_5min_cut.wav	146.783638454	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3493	Spectrogram 1	1	2044.3	2567.7	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0985499269999934	NA	NA
64048.688937037	64048.794056959	SUKIA_20200203_220000_5min_cut.wav	148.688937037	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3494	Spectrogram 1	1	2222.7	2546.9	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64052.360702911	64052.432972857	SUKIA_20200203_220000_5min_cut.wav	152.360702911	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3495	Spectrogram 1	1	2100.6	2627.8	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0722699460000058	NA	NA
64054.666771196	64054.771891118	SUKIA_20200203_220000_5min_cut.wav	154.666771196	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3496	Spectrogram 1	1	2109.2	2627.8	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64057.518149077	64057.649548979	SUKIA_20200203_220000_5min_cut.wav	157.518149077	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3497	Spectrogram 1	1	2018.6	2636	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.131399901999998	NA	NA
64060.157531781	64060.262651703	SUKIA_20200203_220000_5min_cut.wav	160.157531781	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3498	Spectrogram 1	1	2002.2	2641.4	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64064.474018572	64064.631698455	SUKIA_20200203_220000_5min_cut.wav	164.474018572	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3499	Spectrogram 1	1	2062.3	2693.3	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.157679882999986	NA	NA
64069.065904915	64069.190734822	SUKIA_20200203_220000_5min_cut.wav	169.065904915	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3500	Spectrogram 1	1	1964	2584.1	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.124829906999992	NA	NA
64073.553211579	64073.658331501	SUKIA_20200203_220000_5min_cut.wav	173.553211579	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3501	Spectrogram 1	1	1933.9	2668.7	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64077.865251877	64077.99665178	SUKIA_20200203_220000_5min_cut.wav	177.865251877	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3502	Spectrogram 1	1	1819.2	2633.2	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.131399903000016	NA	NA
64081.41304924	64081.478749191	SUKIA_20200203_220000_5min_cut.wav	181.41304924	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3503	Spectrogram 1	1	2029.5	2611.4	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
64133.747209773	64133.832619709	SUKIA_20200203_220000_5min_cut.wav	233.747209773	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3504	Spectrogram 1	1	2037.7	2668.7	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0854099359999907	NA	NA
64137.262157159	64137.360707086	SUKIA_20200203_220000_5min_cut.wav	237.262157159	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3505	Spectrogram 1	1	1718.1	2559.5	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0985499269999934	NA	NA
64139.226585699	64139.351415606	SUKIA_20200203_220000_5min_cut.wav	239.226585699	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3506	Spectrogram 1	1	1882.2	2625	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.124829906999992	NA	NA
64144.871752941	64144.957162878	SUKIA_20200203_220000_5min_cut.wav	244.871752941	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3507	Spectrogram 1	1	2138.8	2540.4	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0854099369999801	NA	NA
64146.547101696	64146.619371642	SUKIA_20200203_220000_5min_cut.wav	246.547101696	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3508	Spectrogram 1	1	2109.2	2575.9	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0722699460000058	NA	NA
64150.129248651	64150.273788543	SUKIA_20200203_220000_5min_cut.wav	250.129248651	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3509	Spectrogram 1	1	2130.6	2682.4	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.144539891999983	NA	NA
64151.049047967	64151.154167889	SUKIA_20200203_220000_5min_cut.wav	251.049047967	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3510	Spectrogram 1	1	1898.4	2548.6	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64155.532508479	64155.644198396	SUKIA_20200203_220000_5min_cut.wav	255.532508479	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3511	Spectrogram 1	1	1813.7	2628	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.111689917000007	NA	NA
64156.866217488	64156.925347444	SUKIA_20200203_220000_5min_cut.wav	256.866217488	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3512	Spectrogram 1	1	2044.3	2543.1	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0591299559999925	NA	NA
64159.677905276	64159.763315212	SUKIA_20200203_220000_5min_cut.wav	259.677905276	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3513	Spectrogram 1	1	2157.8	2417.2	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0854099360000191	NA	NA
64163.534492408	64163.62647234	SUKIA_20200203_220000_5min_cut.wav	263.534492408	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3514	Spectrogram 1	1	1729.1	2514.5	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0919799320000152	NA	NA
64163.725022267	64163.790722218	SUKIA_20200203_220000_5min_cut.wav	263.725022267	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3515	Spectrogram 1	1	2037.7	2676.9	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
64167.453227007	64167.57148692	SUKIA_20200203_220000_5min_cut.wav	267.453227007	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3516	Spectrogram 1	1	1767.3	2546.9	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.118259912999974	NA	NA
64186.368932197	64186.447772139	SUKIA_20200203_220000_5min_cut.wav	286.368932197	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200203_220000_5min_cut.wav	3517	Spectrogram 1	1	1903.2	2665.2	NA	SUKIA_20200203_220000_5min_cut.Table.1.selections.txt	0.0788399420000019	NA	NA
64279.819542116	64279.911522047	SUKIA_20200204_040000_5min_cut.wav	79.819542116	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3518	Spectrogram 1	1	1759.2	2625.2	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.0919799310000116	NA	NA
64283.952069043	64284.03747898	SUKIA_20200204_040000_5min_cut.wav	83.952069043	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3519	Spectrogram 1	1	2037.9	2551.4	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.0854099370000085	NA	NA
64288.785238914	64288.84436887	SUKIA_20200204_040000_5min_cut.wav	88.785238914	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3520	Spectrogram 1	1	1868.5	2417.6	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.0591299559999925	NA	NA
64288.87064885	64288.923208811	SUKIA_20200204_040000_5min_cut.wav	88.87064885	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3521	Spectrogram 1	1	2092.5	2584.2	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.052559961	NA	NA
64294.762467535	64294.815027496	SUKIA_20200204_040000_5min_cut.wav	94.762467535	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3522	Spectrogram 1	1	2065.2	2617.3	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.052559961	NA	NA
64385.393595817	64385.485575749	SUKIA_20200204_040000_5min_cut.wav	185.393595817	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3523	Spectrogram 1	1	1762	2601	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.0919799319999868	NA	NA
64394.810852683	64394.89626262	SUKIA_20200204_040000_5min_cut.wav	194.810852683	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200204_040000_5min_cut.wav	3524	Spectrogram 1	1	1942.3	2756.3	NA	SUKIA_20200204_040000_5min_cut.Table.1.selections.txt	0.0854099369999801	NA	NA
64527.475542932	64527.567522863	SUKIA_20200206_020000_5min_cut.wav	27.475542932	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_020000_5min_cut.wav	3525	Spectrogram 1	1	2228.4	2424.1	NA	SUKIA_20200206_020000_5min_cut.Table.1.selections.txt	0.0919799310000009	NA	NA
64735.948158136	64736.013858087	SUKIA_20200206_020000_5min_cut.wav	235.948158136	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_020000_5min_cut.wav	3526	Spectrogram 1	1	2251.1	2537.9	NA	SUKIA_20200206_020000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
64740.565370354	64740.65078029	SUKIA_20200206_020000_5min_cut.wav	240.565370354	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_020000_5min_cut.wav	3527	Spectrogram 1	1	1999.7	2592.5	NA	SUKIA_20200206_020000_5min_cut.Table.1.selections.txt	0.0854099359999907	NA	NA
64747.011765058	64747.057755023	SUKIA_20200206_020000_5min_cut.wav	247.011765058	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_020000_5min_cut.wav	3528	Spectrogram 1	1	1983.4	2674.5	NA	SUKIA_20200206_020000_5min_cut.Table.1.selections.txt	0.0459899649999898	NA	NA
64752.825376825	64752.904216767	SUKIA_20200206_020000_5min_cut.wav	252.825376825	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_020000_5min_cut.wav	3529	Spectrogram 1	1	1864.7	2468.1	NA	SUKIA_20200206_020000_5min_cut.Table.1.selections.txt	0.0788399420000019	NA	NA
64872.28193702	64872.360776962	SUKIA_20200206_190000_5min_cut.wav	72.28193702	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3530	Spectrogram 1	1	1726.6	2625.3	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0788399420000019	NA	NA
64877.11088343	64877.196293367	SUKIA_20200206_190000_5min_cut.wav	77.11088343	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3531	Spectrogram 1	1	2010.7	2735.1	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0854099369999943	NA	NA
64912.271593429	64912.330723385	SUKIA_20200206_190000_5min_cut.wav	112.271593429	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3532	Spectrogram 1	1	2032.5	2800	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0591299559999925	NA	NA
64929.753530929	64929.858650851	SUKIA_20200206_190000_5min_cut.wav	129.753530929	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3533	Spectrogram 1	1	1975.1	2638.9	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.105119922	NA	NA
64934.129180359	64934.221160291	SUKIA_20200206_190000_5min_cut.wav	134.129180359	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3534	Spectrogram 1	1	2032.5	2750.9	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0919799319999868	NA	NA
64934.345990198	64934.457680115	SUKIA_20200206_190000_5min_cut.wav	134.345990198	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3535	Spectrogram 1	1	2204.6	2540.6	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.111689916999978	NA	NA
64939.70892691	64939.774626861	SUKIA_20200206_190000_5min_cut.wav	139.70892691	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3536	Spectrogram 1	1	1805.8	2491.4	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
64939.787766851	64939.899456768	SUKIA_20200206_190000_5min_cut.wav	139.787766851	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3538	Spectrogram 1	1	1977.9	2589.2	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.111689917000007	NA	NA
64943.440684136	64943.486674101	SUKIA_20200206_190000_5min_cut.wav	143.440684136	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3537	Spectrogram 1	1	2032.5	2595.2	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0459899650000182	NA	NA
64943.539234062	64943.631213994	SUKIA_20200206_190000_5min_cut.wav	143.539234062	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3539	Spectrogram 1	1	1901.4	2677.2	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0919799320000152	NA	NA
64951.785216225	64951.864056166	SUKIA_20200206_190000_5min_cut.wav	151.785216225	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3541	Spectrogram 1	1	2216.3	2540.6	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0788399410000125	NA	NA
64952.415060025	64952.480759976	SUKIA_20200206_190000_5min_cut.wav	152.415060025	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3540	Spectrogram 1	1	2363	2578.8	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
65062.882568544	65062.948268495	SUKIA_20200206_190000_5min_cut.wav	262.882568544	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3542	Spectrogram 1	1	2130.9	2557	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0656999509999991	NA	NA
65065.53684657	65065.628826502	SUKIA_20200206_190000_5min_cut.wav	265.53684657	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3543	Spectrogram 1	1	1983.3	2876.6	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0919799319999584	NA	NA
65067.908614807	65067.994024743	SUKIA_20200206_190000_5min_cut.wav	267.908614807	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3544	Spectrogram 1	1	1939.6	2510.6	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0854099360000191	NA	NA
65070.95445234	65071.046432271	SUKIA_20200206_190000_5min_cut.wav	270.95445234	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3545	Spectrogram 1	1	2193.7	2628	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0919799310000258	NA	NA
65074.567367589	65074.685627501	SUKIA_20200206_190000_5min_cut.wav	274.567367589	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3546	Spectrogram 1	1	2180	2655.3	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.118259911999985	NA	NA
65077.90166102	65078.033060923	SUKIA_20200206_190000_5min_cut.wav	277.90166102	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3547	Spectrogram 1	1	2190.9	2592.5	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.131399902999988	NA	NA
65080.260289267	65080.391689169	SUKIA_20200206_190000_5min_cut.wav	280.260289267	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3548	Spectrogram 1	1	2225.5	2549.8	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.131399901999998	NA	NA
65085.205731119	65085.251721085	SUKIA_20200206_190000_5min_cut.wav	285.205731119	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3553	Spectrogram 1	1	1977.1	2333.8	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0459899659999792	NA	NA
65086.425962195	65086.550792103	SUKIA_20200206_190000_5min_cut.wav	286.425962195	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3549	Spectrogram 1	1	1885	2589.2	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.124829907999981	NA	NA
65090.026319519	65090.164289416	SUKIA_20200206_190000_5min_cut.wav	290.026319519	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3550	Spectrogram 1	1	1934.2	2516	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.137969896999948	NA	NA
65095.012942807	65095.091782748	SUKIA_20200206_190000_5min_cut.wav	295.012942807	/Users/fabiolachirino/Dropbox/Fabiola/proyecto_lemur/data/raw/sound_files/10_kHz_5_min_cuts//SUKIA_20200206_190000_5min_cut.wav	3551	Spectrogram 1	1	2297.5	2587	NA	SUKIA_20200206_190000_5min_cut.Table.1.selections.txt	0.0788399410000125	NA	NA
