"sound.files","count","site","date","year","month","day","time","hour"
"SUKIA_20190826_220000_5min_cut.wav",63,"SUKIA","20190826",2019,8,26,"220000",22
"SUKIA_20190827_000000_5min_cut.wav",30,"SUKIA","20190827",2019,8,27,"000000",0
"SUKIA_20190827_010000_5min_cut.wav",5,"SUKIA","20190827",2019,8,27,"010000",1
"SUKIA_20190827_020000_5min_cut.wav",1,"SUKIA","20190827",2019,8,27,"020000",2
"SUKIA_20190827_030000_5min_cut.wav",7,"SUKIA","20190827",2019,8,27,"030000",3
"SUKIA_20190827_200000_5min_cut.wav",33,"SUKIA","20190827",2019,8,27,"200000",20
"SUKIA_20190828_190000_5min_cut.wav",27,"SUKIA","20190828",2019,8,28,"190000",19
"SUKIA_20190902_200000_5min_cut.wav",59,"SUKIA","20190902",2019,9,2,"200000",20
"SUKIA_20190902_230000_5min_cut.wav",81,"SUKIA","20190902",2019,9,2,"230000",23
"SUKIA_20190904_190000_5min_cut.wav",25,"SUKIA","20190904",2019,9,4,"190000",19
"SUKIA_20190904_230000_5min_cut.wav",52,"SUKIA","20190904",2019,9,4,"230000",23
"SUKIA_20190905_200000_5min_cut.wav",16,"SUKIA","20190905",2019,9,5,"200000",20
"SUKIA_20190906_030000_5min_cut.wav",10,"SUKIA","20190906",2019,9,6,"030000",3
"SUKIA_20190906_040000_5min_cut.wav",11,"SUKIA","20190906",2019,9,6,"040000",4
"SUKIA_20190906_210000_5min_cut.wav",69,"SUKIA","20190906",2019,9,6,"210000",21
"SUKIA_20191011_020000_5min_cut.wav",15,"SUKIA","20191011",2019,10,11,"020000",2
"SUKIA_20191011_030000_5min_cut.wav",3,"SUKIA","20191011",2019,10,11,"030000",3
"SUKIA_20191011_180000_5min_cut.wav",31,"SUKIA","20191011",2019,10,11,"180000",18
"SUKIA_20191011_200000_5min_cut.wav",10,"SUKIA","20191011",2019,10,11,"200000",20
"SUKIA_20191012_010000_5min_cut.wav",2,"SUKIA","20191012",2019,10,12,"010000",1
"SUKIA_20191012_190000_5min_cut.wav",15,"SUKIA","20191012",2019,10,12,"190000",19
"SUKIA_20191013_200000_5min_cut.wav",33,"SUKIA","20191013",2019,10,13,"200000",20
"SUKIA_20191015_010000_5min_cut.wav",17,"SUKIA","20191015",2019,10,15,"010000",1
"SUKIA_20191015_220000_5min_cut.wav",13,"SUKIA","20191015",2019,10,15,"220000",22
"SUKIA_20191105_190000_5min_cut.wav",6,"SUKIA","20191105",2019,11,5,"190000",19
"SUKIA_20191112_210000_5min_cut.wav",29,"SUKIA","20191112",2019,11,12,"210000",21
"SUKIA_20191113_190000_5min_cut.wav",9,"SUKIA","20191113",2019,11,13,"190000",19
"SUKIA_20191114_010000_5min_cut.wav",16,"SUKIA","20191114",2019,11,14,"010000",1
"SUKIA_20191114_030000_5min_cut.wav",5,"SUKIA","20191114",2019,11,14,"030000",3
"SUKIA_20191115_040000_5min_cut.wav",2,"SUKIA","20191115",2019,11,15,"040000",4
"SUKIA_20191116_180000_5min_cut.wav",17,"SUKIA","20191116",2019,11,16,"180000",18
"SUKIA_20191116_220000_5min_cut.wav",10,"SUKIA","20191116",2019,11,16,"220000",22
"SUKIA_20191119_200000_5min_cut.wav",21,"SUKIA","20191119",2019,11,19,"200000",20
"SUKIA_20191121_040000_5min_cut.wav",4,"SUKIA","20191121",2019,11,21,"040000",4
"SUKIA_20191122_230000_5min_cut.wav",5,"SUKIA","20191122",2019,11,22,"230000",23
"SUKIA_20191124_000000_5min_cut.wav",5,"SUKIA","20191124",2019,11,24,"000000",0
"SUKIA_20191124_180000_5min_cut.wav",5,"SUKIA","20191124",2019,11,24,"180000",18
"SUKIA_20191125_220000_5min_cut.wav",55,"SUKIA","20191125",2019,11,25,"220000",22
"SUKIA_20191126_040000_5min_cut.wav",14,"SUKIA","20191126",2019,11,26,"040000",4
"SUKIA_20191126_180000_5min_cut.wav",13,"SUKIA","20191126",2019,11,26,"180000",18
"SUKIA_20191127_210000_5min_cut.wav",38,"SUKIA","20191127",2019,11,27,"210000",21
"SUKIA_20191127_230000_5min_cut.wav",34,"SUKIA","20191127",2019,11,27,"230000",23
"SUKIA_20191128_020000_5min_cut.wav",26,"SUKIA","20191128",2019,11,28,"020000",2
"SUKIA_20191128_210000_5min_cut.wav",36,"SUKIA","20191128",2019,11,28,"210000",21
"SUKIA_20191129_040000_5min_cut.wav",3,"SUKIA","20191129",2019,11,29,"040000",4
"SUKIA_20191203_000000_5min_cut.wav",15,"SUKIA","20191203",2019,12,3,"000000",0
"SUKIA_20191203_220000_5min_cut.wav",51,"SUKIA","20191203",2019,12,3,"220000",22
"SUKIA_20191204_190000_5min_cut.wav",10,"SUKIA","20191204",2019,12,4,"190000",19
"SUKIA_20191205_000000_5min_cut.wav",23,"SUKIA","20191205",2019,12,5,"000000",0
"SUKIA_20191207_020000_5min_cut.wav",3,"SUKIA","20191207",2019,12,7,"020000",2
"SUKIA_20191207_200000_5min_cut.wav",15,"SUKIA","20191207",2019,12,7,"200000",20
"SUKIA_20191209_190000_5min_cut.wav",4,"SUKIA","20191209",2019,12,9,"190000",19
"SUKIA_20191210_210000_5min_cut.wav",2,"SUKIA","20191210",2019,12,10,"210000",21
"SUKIA_20191211_230000_5min_cut.wav",7,"SUKIA","20191211",2019,12,11,"230000",23
"SUKIA_20191212_000000_5min_cut.wav",5,"SUKIA","20191212",2019,12,12,"000000",0
"SUKIA_20191213_190000_5min_cut.wav",16,"SUKIA","20191213",2019,12,13,"190000",19
"SUKIA_20191213_200000_5min_cut.wav",10,"SUKIA","20191213",2019,12,13,"200000",20
"SUKIA_20191214_180000_5min_cut.wav",4,"SUKIA","20191214",2019,12,14,"180000",18
"SUKIA_20191215_030000_5min_cut.wav",1,"SUKIA","20191215",2019,12,15,"030000",3
"SUKIA_20191215_040000_5min_cut.wav",1,"SUKIA","20191215",2019,12,15,"040000",4
"SUKIA_20191218_030000_5min_cut.wav",1,"SUKIA","20191218",2019,12,18,"030000",3
"SUKIA_20191219_200000_5min_cut.wav",37,"SUKIA","20191219",2019,12,19,"200000",20
"SUKIA_20191220_200000_5min_cut.wav",36,"SUKIA","20191220",2019,12,20,"200000",20
"SUKIA_20191221_000000_5min_cut.wav",22,"SUKIA","20191221",2019,12,21,"000000",0
"SUKIA_20191222_190000_5min_cut.wav",11,"SUKIA","20191222",2019,12,22,"190000",19
"SUKIA_20191223_010000_5min_cut.wav",11,"SUKIA","20191223",2019,12,23,"010000",1
"SUKIA_20191224_210000_5min_cut.wav",1,"SUKIA","20191224",2019,12,24,"210000",21
"SUKIA_20191226_040000_5min_cut.wav",6,"SUKIA","20191226",2019,12,26,"040000",4
"SUKIA_20191227_040000_5min_cut.wav",10,"SUKIA","20191227",2019,12,27,"040000",4
"SUKIA_20191227_180000_5min_cut.wav",13,"SUKIA","20191227",2019,12,27,"180000",18
"SUKIA_20191229_010000_5min_cut.wav",4,"SUKIA","20191229",2019,12,29,"010000",1
"SUKIA_20191230_210000_5min_cut.wav",66,"SUKIA","20191230",2019,12,30,"210000",21
"SUKIA_20200101_180000_5min_cut.wav",8,"SUKIA","20200101",2020,1,1,"180000",18
"SUKIA_20200101_210000_5min_cut.wav",38,"SUKIA","20200101",2020,1,1,"210000",21
"SUKIA_20200104_000000_5min_cut.wav",15,"SUKIA","20200104",2020,1,4,"000000",0
"SUKIA_20200104_190000_5min_cut.wav",26,"SUKIA","20200104",2020,1,4,"190000",19
"SUKIA_20200106_030000_5min_cut.wav",10,"SUKIA","20200106",2020,1,6,"030000",3
"SUKIA_20200107_010000_5min_cut.wav",4,"SUKIA","20200107",2020,1,7,"010000",1
"SUKIA_20200108_200000_5min_cut.wav",17,"SUKIA","20200108",2020,1,8,"200000",20
"SUKIA_20200109_040000_5min_cut.wav",8,"SUKIA","20200109",2020,1,9,"040000",4
"SUKIA_20200110_020000_5min_cut.wav",76,"SUKIA","20200110",2020,1,10,"020000",2
"SUKIA_20200113_000000_5min_cut.wav",10,"SUKIA","20200113",2020,1,13,"000000",0
"SUKIA_20200113_200000_5min_cut.wav",29,"SUKIA","20200113",2020,1,13,"200000",20
"SUKIA_20200115_000000_5min_cut.wav",26,"SUKIA","20200115",2020,1,15,"000000",0
"SUKIA_20200117_000000_5min_cut.wav",12,"SUKIA","20200117",2020,1,17,"000000",0
"SUKIA_20200117_040000_5min_cut.wav",13,"SUKIA","20200117",2020,1,17,"040000",4
"SUKIA_20200119_220000_5min_cut.wav",54,"SUKIA","20200119",2020,1,19,"220000",22
"SUKIA_20200120_030000_5min_cut.wav",4,"SUKIA","20200120",2020,1,20,"030000",3
"SUKIA_20200121_220000_5min_cut.wav",6,"SUKIA","20200121",2020,1,21,"220000",22
"SUKIA_20200122_230000_5min_cut.wav",4,"SUKIA","20200122",2020,1,22,"230000",23
"SUKIA_20200123_030000_5min_cut.wav",4,"SUKIA","20200123",2020,1,23,"030000",3
"SUKIA_20200123_190000_5min_cut.wav",47,"SUKIA","20200123",2020,1,23,"190000",19
"SUKIA_20200124_030000_5min_cut.wav",11,"SUKIA","20200124",2020,1,24,"030000",3
"SUKIA_20200124_180000_5min_cut.wav",13,"SUKIA","20200124",2020,1,24,"180000",18
"SUKIA_20200127_200000_5min_cut.wav",33,"SUKIA","20200127",2020,1,27,"200000",20
"SUKIA_20200128_000000_5min_cut.wav",12,"SUKIA","20200128",2020,1,28,"000000",0
"SUKIA_20200128_220000_5min_cut.wav",43,"SUKIA","20200128",2020,1,28,"220000",22
"SUKIA_20200129_040000_5min_cut.wav",4,"SUKIA","20200129",2020,1,29,"040000",4
"SUKIA_20200129_230000_5min_cut.wav",18,"SUKIA","20200129",2020,1,29,"230000",23
"SUKIA_20200131_010000_5min_cut.wav",13,"SUKIA","20200131",2020,1,31,"010000",1
"SUKIA_20200131_190000_5min_cut.wav",18,"SUKIA","20200131",2020,1,31,"190000",19
"SUKIA_20200203_220000_5min_cut.wav",37,"SUKIA","20200203",2020,2,3,"220000",22
"SUKIA_20200204_040000_5min_cut.wav",10,"SUKIA","20200204",2020,2,4,"040000",4
"SUKIA_20200206_020000_5min_cut.wav",7,"SUKIA","20200206",2020,2,6,"020000",2
"SUKIA_20200206_190000_5min_cut.wav",30,"SUKIA","20200206",2020,2,6,"190000",19
"SUKIA_20200207_020000_5min_cut.wav",92,"SUKIA","20200207",2020,2,7,"020000",2
"SUKIA_20200207_220000_5min_cut.wav",198,"SUKIA","20200207",2020,2,7,"220000",22
"SUKIA_20200208_010000_5min_cut.wav",1,"SUKIA","20200208",2020,2,8,"010000",1
"SUKIA_20200210_010000_5min_cut.wav",1,"SUKIA","20200210",2020,2,10,"010000",1
"SUKIA_20200210_200000_5min_cut.wav",2,"SUKIA","20200210",2020,2,10,"200000",20
"SUKIA_20200211_190000_5min_cut.wav",25,"SUKIA","20200211",2020,2,11,"190000",19
"SUKIA_20200212_020000_5min_cut.wav",14,"SUKIA","20200212",2020,2,12,"020000",2
"SUKIA_20200212_230000_5min_cut.wav",26,"SUKIA","20200212",2020,2,12,"230000",23
"SUKIA_20200213_000000_5min_cut.wav",9,"SUKIA","20200213",2020,2,13,"000000",0
"SUKIA_20200213_040000_5min_cut.wav",3,"SUKIA","20200213",2020,2,13,"040000",4
"LAGCHIMU_20190710_170000_5min_cut.wav",0,"LAGCHIMU","20190710",2019,7,10,"170000",17
"LAGCHIMU_20190711_170000_5min_cut.wav",0,"LAGCHIMU","20190711",2019,7,11,"170000",17
"LAGCHIMU_20190709_210000_5min_cut.wav",0,"LAGCHIMU","20190709",2019,7,9,"210000",21
"LAGCHIMU_20190716_170000_5min_cut.wav",0,"LAGCHIMU","20190716",2019,7,16,"170000",17
"LAGCHIMU_20190719_170000_5min_cut.wav",0,"LAGCHIMU","20190719",2019,7,19,"170000",17
"LAGCHIMU_20190718_230000_5min_cut.wav",0,"LAGCHIMU","20190718",2019,7,18,"230000",23
"LAGCHIMU_20190719_010000_5min_cut.wav",0,"LAGCHIMU","20190719",2019,7,19,"010000",1
"LAGCHIMU_20190721_040000_5min_cut.wav",0,"LAGCHIMU","20190721",2019,7,21,"040000",4
"LAGCHIMU_20190727_180000_5min_cut.wav",0,"LAGCHIMU","20190727",2019,7,27,"180000",18
"LAGCHIMU_20190727_040000_5min_cut.wav",0,"LAGCHIMU","20190727",2019,7,27,"040000",4
"LAGCHIMU_20190730_170000_5min_cut.wav",0,"LAGCHIMU","20190730",2019,7,30,"170000",17
"LAGCHIMU_20190805_180000_5min_cut.wav",0,"LAGCHIMU","20190805",2019,8,5,"180000",18
"LAGCHIMU_20190812_180000_5min_cut.wav",0,"LAGCHIMU","20190812",2019,8,12,"180000",18
"LAGCHIMU_20190810_010000_5min_cut.wav",0,"LAGCHIMU","20190810",2019,8,10,"010000",1
"SUKIA_20190826_180000_5min_cut.wav",0,"SUKIA","20190826",2019,8,26,"180000",18
"SUKIA_20190831_180000_5min_cut.wav",0,"SUKIA","20190831",2019,8,31,"180000",18
"SUKIA_20190905_180000_5min_cut.wav",0,"SUKIA","20190905",2019,9,5,"180000",18
"LAGCHIMU_20190909_170000_5min_cut.wav",0,"LAGCHIMU","20190909",2019,9,9,"170000",17
"LAGCHIMU_20190915_170000_5min_cut.wav",0,"LAGCHIMU","20190915",2019,9,15,"170000",17
"LAGCHIMU_20190912_010000_5min_cut.wav",0,"LAGCHIMU","20190912",2019,9,12,"010000",1
"LAGCHIMU_20190913_040000_5min_cut.wav",0,"LAGCHIMU","20190913",2019,9,13,"040000",4
"LAGCHIMU_20190919_170000_5min_cut.wav",0,"LAGCHIMU","20190919",2019,9,19,"170000",17
"LAGCHIMU_20190923_170000_5min_cut.wav",0,"LAGCHIMU","20190923",2019,9,23,"170000",17
"LAGCHIMU_20190922_220000_5min_cut.wav",0,"LAGCHIMU","20190922",2019,9,22,"220000",22
"LAGCHIMU_20190922_200000_5min_cut.wav",0,"LAGCHIMU","20190922",2019,9,22,"200000",20
"LAGCHIMU_20190924_18000_5min_cut.wav",0,"LAGCHIMU","20190924",2019,9,24,"18000",18
"SUKIA_20191015_170000_5min_cut.wav",0,"SUKIA","20191015",2019,10,15,"170000",17
"SUKIA_20191021_170000_5min_cut.wav",0,"SUKIA","20191021",2019,10,21,"170000",17
"SUKIA_20191015_230000_5min_cut.wav",0,"SUKIA","20191015",2019,10,15,"230000",23
"SUKIA_20191020_000000_5min_cut.wav",0,"SUKIA","20191020",2019,10,20,"000000",0
"SUKIA_20191017_040000_5min_cut.wav",0,"SUKIA","20191017",2019,10,17,"040000",4
"SUKIA_20191022_030000_5min_cut.wav",0,"SUKIA","20191022",2019,10,22,"030000",3
"LAGCHIMU_20191019_190000_5min_cut.wav",0,"LAGCHIMU","20191019",2019,10,19,"190000",19
"SUKIA_20191105_170000_5min_cut.wav",0,"SUKIA","20191105",2019,11,5,"170000",17
"LAGCHIMU_20191111_010000_5min_cut.wav",0,"LAGCHIMU","20191111",2019,11,11,"010000",1
"LAGCHIMU_20191108_020000_5min_cut.wav",0,"LAGCHIMU","20191108",2019,11,8,"020000",2
"LAGCHIMU_20191115_190000_5min_cut.wav",0,"LAGCHIMU","20191115",2019,11,15,"190000",19
"LAGCHIMU_20191118_210000_5min_cut.wav",0,"LAGCHIMU","20191118",2019,11,18,"210000",21
"SUKIA_20191115_010000_5min_cut.wav",0,"SUKIA","20191115",2019,11,15,"010000",1
"LAGCHIMU_20191118_030000_5min_cut.wav",0,"LAGCHIMU","20191118",2019,11,18,"030000",3
"SUKIA_20191120_170000_5min_cut.wav",0,"SUKIA","20191120",2019,11,20,"170000",17
"LAGCHIMU_20191126_000000_5min_cut.wav",0,"LAGCHIMU","20191126",2019,11,26,"000000",0
"LAGCHIMU_20191120_030000_5min_cut.wav",0,"LAGCHIMU","20191120",2019,11,20,"030000",3
"LAGCHIMU_20191120_020000_5min_cut.wav",0,"LAGCHIMU","20191120",2019,11,20,"020000",2
"LAGCHIMU_20191201_170000_5min_cut.wav",0,"LAGCHIMU","20191201",2019,12,1,"170000",17
"SUKIA_20191128_180000_5min_cut.wav",0,"SUKIA","20191128",2019,11,28,"180000",18
"LAGCHIMU_20191129_000000_5min_cut.wav",0,"LAGCHIMU","20191129",2019,11,29,"000000",0
"LAGCHIMU_20191202_030000_5min_cut.wav",0,"LAGCHIMU","20191202",2019,12,2,"030000",3
"LAGCHIMU_20191205_230000_5min_cut.wav",0,"LAGCHIMU","20191205",2019,12,5,"230000",23
"SUKIA_20191208_000000_5min_cut.wav",0,"SUKIA","20191208",2019,12,8,"000000",0
"LAGCHIMU_20191206_020000_5min_cut.wav",0,"LAGCHIMU","20191206",2019,12,6,"020000",2
"LAGCHIMU_20191210_030000_5min_cut.wav",0,"LAGCHIMU","20191210",2019,12,10,"030000",3
"SUKIA_20191210_030000_5min_cut.wav",0,"SUKIA","20191210",2019,12,10,"030000",3
"LAGCHIMU_20191210_170000_5min_cut.wav",0,"LAGCHIMU","20191210",2019,12,10,"170000",17
"LAGCHIMU_20191210_230000_5min_cut.wav",0,"LAGCHIMU","20191210",2019,12,10,"230000",23
"LAGCHIMU_20191214_040000_5min_cut.wav",0,"LAGCHIMU","20191214",2019,12,14,"040000",4
"LAGCHIMU_20191215_040000_5min_cut.wav",0,"LAGCHIMU","20191215",2019,12,15,"040000",4
"LAGCHIMU_20191217_170000_5min_cut.wav",0,"LAGCHIMU","20191217",2019,12,17,"170000",17
"SUKIA_20191217_170000_5min_cut.wav",0,"SUKIA","20191217",2019,12,17,"170000",17
"LAGCHIMU_20191218_010000_5min_cut.wav",0,"LAGCHIMU","20191218",2019,12,18,"010000",1
"LAGCHIMU_20191218_020000_5min_cut.wav",0,"LAGCHIMU","20191218",2019,12,18,"020000",2
"SUKIA_20191224_030000_5min_cut.wav",0,"SUKIA","20191224",2019,12,24,"030000",3
"SUKIA_20191225_180000_5min_cut.wav",0,"SUKIA","20191225",2019,12,25,"180000",18
"SUKIA_20191225_010000_5min_cut.wav",0,"SUKIA","20191225",2019,12,25,"010000",1
"SUKIA_20200101_020000_5min_cut.wav",0,"SUKIA","20200101",2020,1,1,"020000",2
"SUKIA_20200111_170000_5min_cut.wav",0,"SUKIA","20200111",2020,1,11,"170000",17
"SUKIA_20200107_170000_5min_cut.wav",0,"SUKIA","20200107",2020,1,7,"170000",17
"SUKIA_20200112_230000_5min_cut.wav",0,"SUKIA","20200112",2020,1,12,"230000",23
"LAGCHIMU_20200113_180000_5min_cut.wav",0,"LAGCHIMU","20200113",2020,1,13,"180000",18
"LAGCHIMU_20200113_170000_5min_cut.wav",0,"LAGCHIMU","20200113",2020,1,13,"170000",17
"LAGCHIMU_20200112_210000_5min_cut.wav",0,"LAGCHIMU","20200112",2020,1,12,"210000",21
"LAGCHIMU_20200113_210000_5min_cut.wav",0,"LAGCHIMU","20200113",2020,1,13,"210000",21
"LAGCHIMU_20200114_000000_5min_cut.wav",0,"LAGCHIMU","20200114",2020,1,14,"000000",0
"LAGCHIMU_20200113_010000_5min_cut.wav",0,"LAGCHIMU","20200113",2020,1,13,"010000",1
